 23 ;   0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0 ;  1  0  1  1  0  0  1  1  1  0  0  1  0  0  0  0 ;  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0
 24 ;   0  0  0  1  1  0  0  1  0  0  0  0  1  0  1  1 ;  0  1  0  0  0  0  0  0  0  0  0  0  0  1  1  0 ;  0  0  0  0  0  0  1  1  0  0  0  1  0  0  0  0
 25 ;   0  0  0  0  1  0  0  0  0  0  0  1  1  0  1  1 ;  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0 ;  1  0  0  0  1  0  1  1  0  0  0  1  0  0  0  0
 26 ;   1  0  0  0  0  0  0  0  1  0  0  1  1  0  1  1 ;  0  1  0  0  0  0  0  0  0  0  0  0  1  1  0  0 ;  1  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0
 27 ;   0  1  1  0  0  0  0  0  0  0  0  0  0  0  1  0 ;  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
 28 ;   0  1  0  0  0  0  0  0  0  1  0  1  0  0  0  0 ;  0  1  0  0  1  1  0  0  1  0  0  1  0  0  0  0 ;  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
 29 ;   0  0  0  1  1  0  0  1  0  0  0  0  0  0  0  0 ;  0  1  0  0  1  0  1  0  0  0  0  0  0  1  1  0 ;  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
 30 ;   1  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0 ;  0  1  0  0  0  0  0  0  1  0  1  0  1  1  0  0 ;  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
 31 ;   0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  1 ;  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0 ;  1  0  0  1  1  0  1  0  0  0  0  0  0  0  0  1
 32 ;   1  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0 ;  0  1  0  0  0  0  0  0  0  1  0  1  0  0  1  1 ;  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
 33 ;   0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  1 ;  0  1  0  0  0  1  0  1  0  0  0  0  1  0  0  1 ;  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
 34 ;   0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0 ;  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0 ;  1  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0
 35 ;   0  1  0  0  1  1  0  0  0  1  0  1  0  0  0  0 ;  0  1  0  0  1  1  0  0  0  1  1  0  0  0  0  0 ;  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0
 36 ;   0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0 ;  0  1  0  0  0  0  0  1  0  1  0  0  0  0  1  0 ;  0  0  0  0  0  0  1  1  0  1  0  0  1  0  0  0
 37 ;   0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0 ;  0  1  0  0  1  0  0  0  0  0  1  0  0  1  0  0 ;  1  0  0  0  0  1  1  0  0  0  0  1  0  0  0  0
 38 ;   0  0  0  0  1  0  0  0  0  0  0  1  0  1  0  0 ;  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0 ;  0  0  0  0  1  1  0  1  0  0  0  0  0  0  0  0
 39 ;   1  1  1  1  0  1  1  1  1  1  1  0  1  0  1  1 ;  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
 40 ;   1  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0 ;  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
 41 ;   0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0 ;  1  0  1  1  1  0  1  0  0  0  0  0  1  0  0  1 ;  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0
 42 ;   1  0  0  0  0  0  0  0  1  0  0  1  1  1  0  0 ;  0  1  0  0  0  0  0  0  0  1  0  1  1  1  0  0 ;  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0
 43 ;   0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0 ;  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  1 ;  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  1
 44 ;   0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0 ;  0  0  0  0  0  0  0  0  1  1  0  1  0  0  0  0
 45 ;   1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 ;  1  0  1  1  0  0  0  0  1  0  1  0  0  0  1  1 ;  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0
 46 ;   0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0 ;  0  1  0  0  0  1  0  0  0  0  0  1  1  0  0  0 ;  0  1  0  0  1  0  1  0  0  0  0  0  0  0  0  1
 47 ;   0  0  0  1  1  0  0  1  0  0  0  0  0  1  0  1 ;  0  1  0  0  0  1  0  1  0  0  0  0  0  1  1  0 ;  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0

#
